id,title,slug,category,is_active,cpu_id,gpu_id,ram_id,motherboard_id,storage_id,psu_id,created_at,custom_price_cpu_usd,custom_price_cpu_eur,custom_price_gpu_usd,custom_price_gpu_eur,custom_price_ram_usd,custom_price_ram_eur,custom_price_motherboard_usd,custom_price_motherboard_eur,custom_price_storage_usd,custom_price_storage_eur,custom_price_psu_usd,custom_price_psu_eur
aae7d324-99a4-4b0b-864e-e2106868d8c1,Build Ryzen 7 5700X3D + RTX 5070,build-ryzen-7-5700x3d-rtx-5070,Gaming,true,cpu-amd-ryzen-5700x3d,gpu-nvidia-rtx-5070,ram-generic-ddr4-16gb,mb-b550m-aorus-elite,ssd-m461,psu-xpg-pylon-650w,2026-08-10 11:16:06.61574+00,,,,,,,,,,,,
c9e6db16-51cc-4611-a001-595d0798ae44,Build Ryzen 5 5600 + RTX 4060,build-ryzen-5-5600-rtx-4060,Gaming,true,cpu-amd-ryzen-5600,gpu-nvidia-rtx-4060,ram-generic-ddr4-16gb,mb-b550m-aorus-elite,ssd-m461,psu-xpg-pylon-650w,2026-08-09 18:13:38.461618+00,90.00,90.00,220.00,220.00,,,,,,,,
